SKU_ID,SKU_Name,Category,ABC_Class,Supplier_ID,Supplier_Name,Warehouse_ID,Warehouse_Location,Batch_ID,Received_Date,Last_Purchase_Date,Expiry_Date,Stock_Age_Days,Quantity_On_Hand,Quantity_Reserved,Quantity_Committed,Damaged_Qty,Returns_Qty,Avg_Daily_Sales,Forecast_Next_30d,Days_of_Inventory,Reorder_Point,Safety_Stock,Lead_Time_Days,Unit_Cost_USD,Last_Purchase_Price_USD,Total_Inventory_Value_USD,SKU_Churn_Rate,Order_Frequency_per_month,Supplier_OnTime_Pct,FIFO_FEFO,Inventory_Status,Count_Variance,Audit_Date,Audit_Variance_Pct,Demand_Forecast_Accuracy_Pct,Notes
SKU0832,Beverages Product 321,Beverages,C,S008,PT Hygienic Supplies,WHDPS,Denpasar - Tabanan,BATCH1994,2025-08-09,2025-06-12,2027-01-31,31,282,85,87,0,0,29.21,904000,9.65,447.0,155,10,2.09,1.97,589.58,3.11,13.0,0.7977,FIFO,Low Stock,-2,2025-07-23,0.0172,0.6668000000000001,
SKU0833,Household Product 34,Household,C,S003,PT Prima Distribusi,WHJKT,Jakarta - Cengkareng,BATCH5939,2025-05-19,2025-04-10,2026-09-08,113,136,24,15,1,1,9.55,231000,14.24,76.0,28,5,1.05,1.06,142.75,2.11,3.0,0.7029000000000001,FEFO,In Stock,-5,2025-09-01,-0.0771,0.7362000000000001,Seasonal SKU
SKU0834,Pantry Product 151,Pantry,B,S007,PT Bakerindo,WHMDN,Medan - Deli Serdang,BATCH7735,2025-08-16,2025-08-02,2030-01-31,24,209,22,29,3,2,13.43,494000,15.56,22.0,9,1,7.23,8.31,1511.74,1.93,6.0,0.7469,FIFO,In Stock,1,2025-07-13,0.0718,0.8390000000000001,
SKU0835,Household Product 451,Household,C,S010,PT DailyDairy,WHDPS,Denpasar - Tabanan,BATCH1425,2025-08-15,2025-07-17,2028-07-10,25,28,6,5,1,2,2.71,68000,10.33,46.0,19,10,10.19,10.48,285.36,2.9,2.0,0.7859,FEFO,Low Stock,-2,2025-06-26,-0.0187,0.6995999999999999,
SKU0836,Fresh Product 305,Fresh Produce,C,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH3064,2025-07-22,2025-06-12,2025-08-03,49,233,104,18,1,0,41.11,1326,5.67,192.0,69,3,2.08,2.27,483.82,5.29,17.0,0.9573,FEFO,Expiring Soon,1,2025-07-26,-0.0292,0.6564,
SKU0837,Beverages Product 228,Beverages,B,S003,PT Prima Distribusi,WHBDG,Bandung - Rancaekek,BATCH1991,2025-08-05,2025-07-28,2026-11-03,35,373,56,89,1,0,39.74,860000,9.39,185.0,66,3,4.23,4.82,1577.79,3.2,16.0,0.8525,FEFO,In Stock,0,2025-06-27,-0.0759,0.7047,
SKU0838,Personal Product 387,Personal Care,C,S006,PT Frozen Express,WHSBY,Surabaya - Sidoarjo,BATCH3385,2025-04-13,2025-04-04,2029-04-25,149,26,10,1,5,1,3.75,88000,6.93,23.0,8,4,22.96,25.56,596.89,4.33,3.0,0.9845,FEFO,In Stock,-3,2025-08-01,0.051,0.9195,
SKU0839,Meat Product 497,Meat,A,S001,PT Segar Makmur,WHDPS,Denpasar - Tabanan,BATCH1939,2025-04-12,2025-03-28,2025-04-21,150,412,12,10,2,1,26.49,866000,15.55,80.0,27,2,10.73,11.82,4420.68,1.93,7.0,0.7644,FIFO,Expiring Soon,4,2025-07-17,0.09820000000000001,0.8166,
SKU0840,Personal Product 328,Personal Care,C,S004,PT Nusantara Supplier,WHJKT,Jakarta - Cengkareng,BATCH8794,2025-06-14,2025-05-01,2027-07-06,87,86,24,14,1,0,12.8,426000,6.72,25.0,12,1,1.53,1.64,131.23,4.47,2.0,0.7239,FEFO,In Stock,-1,2025-06-25,-0.026699999999999998,0.8856,
SKU0841,Household Product 290,Household,C,S006,PT Frozen Express,WHDPS,Denpasar - Tabanan,BATCH6384,2025-06-25,2025-06-15,2028-10-29,76,18,7,3,3,1,3.57,115000,5.04,25.0,14,3,13.31,14.88,239.62,5.95,4.0,0.8187000000000001,FIFO,Low Stock,0,2025-07-13,-0.09630000000000001,0.889,
SKU0842,Personal Product 254,Personal Care,B,S004,PT Nusantara Supplier,WHJKT,Jakarta - Cengkareng,BATCH4772,2025-03-30,2025-03-01,2027-06-29,163,155,47,37,1,1,18.2,450000,8.52,117.0,44,4,11.96,12.74,1853.21,3.52,6.0,0.9109999999999999,FIFO,In Stock,0,2025-08-10,0.09820000000000001,0.9329000000000001,
SKU0843,Beverages Product 418,Beverages,A,S006,PT Frozen Express,WHMDN,Medan - Deli Serdang,BATCH4018,2025-07-19,2025-05-28,2028-10-15,52,663,208,144,2,0,69.72,2657,9.51,527.0,178,5,7.67,8.1,5082.16,3.15,27.0,0.8954000000000001,FIFO,In Stock,1,2025-07-25,0.0401,0.7768,Promotional item
SKU0844,Fresh Product 59,Fresh Produce,C,S003,PT Prima Distribusi,WHSBY,Surabaya - Sidoarjo,BATCH6896,2025-05-20,2025-05-18,2025-05-26,112,512,136,139,1,0,71.12,2547,7.2,751.0,253,7,1.5,1.36,769.89,4.17,18.0,0.9623,FIFO,Low Stock,2,2025-08-15,0.08689999999999999,0.8693000000000001,
SKU0845,Dairy Product 454,Dairy,C,S005,PT Agro Raya,WHBDG,Bandung - Rancaekek,BATCH5029,2025-06-15,2025-06-04,2025-07-09,86,178,50,19,1,2,26.57,740000,6.7,203.0,70,5,2.16,2.43,384.78,4.48,11.0,0.9865,FIFO,Low Stock,1,2025-09-07,0.0662,0.6214999999999999,
SKU0846,Meat Product 52,Meat,C,S001,PT Segar Makmur,WHBDG,Bandung - Rancaekek,BATCH6544,2025-06-04,2025-04-06,2025-06-12,97,86,0,6,1,0,6.86,210000,12.54,153.0,57,14,7.53,7.36,647.24,2.39,4.0,0.757,FIFO,Low Stock,0,2025-08-01,-0.0015,0.9412999999999999,
SKU0847,Bakery Product 191,Bakery,C,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH2071,2025-04-03,2025-03-27,2025-04-08,159,581,171,59,0,0,60.1,1822,9.67,640.0,219,7,0.61,0.56,354.76,3.1,22.0,0.8728,FIFO,Low Stock,3,2025-08-24,0.0165,0.674,
SKU0848,Dairy Product 194,Dairy,B,S006,PT Frozen Express,WHSBY,Surabaya - Sidoarjo,BATCH5006,2025-04-09,2025-02-10,2025-04-29,153,380,21,32,1,2,44.67,1049,8.51,478.0,165,7,3.32,3.51,1262.25,3.53,15.0,0.7901,FIFO,Low Stock,0,2025-06-23,0.008,0.6067,
SKU0849,Household Product 151,Household,B,S003,PT Prima Distribusi,WHSBY,Surabaya - Sidoarjo,BATCH5588,2025-07-08,2025-05-14,2026-10-25,63,213,50,56,1,0,18.59,581000,11.46,146.0,53,5,4.32,4.74,920.42,2.62,8.0,0.8112999999999999,FIFO,In Stock,-1,2025-07-06,0.0364,0.6770999999999999,
SKU0850,Personal Product 108,Personal Care,B,S002,PT Indo Fresh,WHMDN,Medan - Deli Serdang,BATCH2062,2025-03-24,2025-03-14,2029-09-03,169,67,14,26,1,0,8.92,343000,7.51,35.0,17,2,16.61,16.9,1112.64,3.99,3.0,0.8047,FEFO,In Stock,-3,2025-06-19,0.0265,0.6492,
SKU0851,Bakery Product 266,Bakery,C,S008,PT Hygienic Supplies,WHBDG,Bandung - Rancaekek,BATCH7125,2025-06-19,2025-05-17,2025-06-26,82,311,85,15,1,2,57.87,1854,5.37,265.0,91,3,1.17,1.07,365.05,5.58,18.0,0.9454,FEFO,Expiring Soon,-1,2025-07-08,0.0147,0.6198,
SKU0852,Pantry Product 327,Pantry,B,S010,PT DailyDairy,WHJKT,Jakarta - Cengkareng,BATCH4325,2025-07-18,2025-06-20,2027-10-10,53,101,11,13,1,1,5.99,133000,16.86,24.0,12,2,12.83,14.71,1296.18,1.78,5.0,0.9293,FIFO,In Stock,2,2025-07-21,-0.0949,0.6054999999999999,
SKU0853,Bakery Product 194,Bakery,B,S010,PT DailyDairy,WHBDG,Bandung - Rancaekek,BATCH2388,2025-06-06,2025-05-29,2025-06-10,95,389,184,119,0,0,57.65,2005,6.75,434.0,146,5,3.74,4.15,1455.91,4.45,19.0,0.7237,FIFO,Low Stock,0,2025-08-03,-0.0802,0.7162000000000001,
SKU0854,Seafood Product 299,Seafood,A,S001,PT Segar Makmur,WHMDN,Medan - Deli Serdang,BATCH7981,2025-05-01,2025-04-03,2025-05-09,131,211,53,10,0,1,16.91,374000,12.48,107.0,39,4,14.21,13.4,2998.86,2.4,7.0,0.7609999999999999,FEFO,Expiring Soon,0,2025-07-16,0.0025,0.8073,
SKU0855,Household Product 163,Household,C,S005,PT Agro Raya,WHMDN,Medan - Deli Serdang,BATCH8236,2025-09-03,2025-08-20,2027-09-05,6,97,28,3,1,0,8.68,282000,11.17,47.0,21,3,2.25,2.5,218.4,2.68,4.0,0.8487,FEFO,In Stock,0,2025-06-19,0.0319,0.6713,Seasonal SKU
SKU0856,Meat Product 257,Meat,B,S009,PT Beverage Nusantara,WHDPS,Denpasar - Tabanan,BATCH5528,2025-03-29,2025-01-29,2025-04-05,164,129,12,28,1,2,20.21,715000,6.38,68.0,28,2,9.14,9.13,1178.7,4.7,7.0,0.7926000000000001,FIFO,Expiring Soon,3,2025-08-28,0.03,0.7288,Promotional item
SKU0857,Fresh Product 103,Fresh Produce,B,S006,PT Frozen Express,WHBDG,Bandung - Rancaekek,BATCH5096,2025-03-21,2025-03-02,2025-03-29,172,540,76,41,0,2,32.64,1187,16.54,350.0,122,7,1.75,1.78,943.54,1.81,9.0,0.9621999999999999,FEFO,Expiring Soon,0,2025-08-16,0.062,0.8854000000000001,
SKU0858,Personal Product 438,Personal Care,A,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH5617,2025-09-07,2025-07-17,2028-05-12,2,248,32,35,1,0,23.24,623000,10.67,70.0,24,2,19.37,17.5,4804.75,2.81,15.0,0.7643000000000001,FEFO,In Stock,-3,2025-07-20,0.026000000000000002,0.6642,
SKU0859,Household Product 388,Household,A,S001,PT Segar Makmur,WHMDN,Medan - Deli Serdang,BATCH3445,2025-03-26,2025-01-30,2029-02-07,167,171,15,13,0,1,11.15,257000,15.34,90.0,34,5,19.25,18.12,3291.53,1.96,4.0,0.9354,FEFO,In Stock,0,2025-08-11,0.0913,0.8292,
SKU0860,Beverages Product 243,Beverages,A,S004,PT Nusantara Supplier,WHDPS,Denpasar - Tabanan,BATCH8679,2025-04-12,2025-02-25,2029-05-17,150,744,209,104,0,2,98.64,3430,7.54,596.0,201,4,4.66,4.88,3465.03,3.98,28.0,0.9085,FEFO,In Stock,2,2025-07-28,-0.0833,0.6048,
SKU0861,Seafood Product 97,Seafood,A,S007,PT Bakerindo,WHMDN,Medan - Deli Serdang,BATCH8372,2025-07-18,2025-05-25,2025-07-28,53,305,47,36,2,1,26.66,565000,11.44,41.0,14,1,10.01,9.34,3052.78,2.62,10.0,0.8304,FIFO,Expiring Soon,2,2025-07-24,0.08810000000000001,0.7404000000000001,High return rate
SKU0862,Seafood Product 378,Seafood,C,S001,PT Segar Makmur,WHMDN,Medan - Deli Serdang,BATCH6567,2025-03-25,2025-03-11,2025-04-02,168,151,11,14,0,4,14.05,327000,10.75,150.0,52,7,4.5,4.3,679.35,2.79,6.0,0.81,FEFO,Expiring Soon,0,2025-07-17,0.0323,0.9062,
SKU0863,Bakery Product 399,Bakery,C,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH1380,2025-06-18,2025-05-13,2025-06-24,83,343,119,89,3,2,37.67,1268,9.11,232.0,81,4,1.35,1.34,462.84,3.29,15.0,0.7081000000000001,FIFO,Expiring Soon,0,2025-08-23,0.0256,0.978,
SKU0864,Personal Product 170,Personal Care,B,S010,PT DailyDairy,WHDPS,Denpasar - Tabanan,BATCH7404,2025-04-07,2025-03-14,2029-06-25,155,42,23,13,1,0,8.2,227000,5.12,20.0,12,1,20.32,18.87,853.34,5.86,5.0,0.726,FIFO,In Stock,-4,2025-07-21,-0.07400000000000001,0.8787,Fragile
SKU0865,Dairy Product 56,Dairy,B,S006,PT Frozen Express,WHDPS,Denpasar - Tabanan,BATCH5991,2025-05-17,2025-05-12,2025-06-13,115,467,65,100,5,0,34.11,1235,13.69,162.0,60,3,2.11,2.3,987.47,2.19,14.0,0.8698999999999999,FIFO,Expiring Soon,-2,2025-08-27,0.0696,0.9091,
SKU0866,Dairy Product 424,Dairy,C,S010,PT DailyDairy,WHMDN,Medan - Deli Serdang,BATCH4260,2025-09-03,2025-08-30,2025-09-15,6,67,9,10,0,0,5.35,165000,12.52,64.0,27,7,0.81,0.79,54.6,2.4,4.0,0.74,FEFO,Expiring Soon,-1,2025-08-04,-0.0369,0.8687999999999999,
SKU0867,Meat Product 269,Meat,C,S002,PT Indo Fresh,WHMDN,Medan - Deli Serdang,BATCH9495,2025-08-26,2025-08-26,2025-09-11,14,93,25,24,1,1,11.31,388000,8.22,70.0,25,4,3.5,3.99,325.8,3.65,8.0,0.8848999999999999,FIFO,Expiring Soon,0,2025-07-30,-0.051100000000000007,0.8906999999999999,
SKU0868,Bakery Product 81,Bakery,C,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH8835,2025-04-25,2025-03-09,2025-04-30,137,51,1,16,0,1,5.08,172000,10.04,40.0,15,5,2.58,2.53,131.45,2.99,2.0,0.7465,FIFO,Expiring Soon,3,2025-07-22,0.0401,0.8540000000000001,
SKU0869,Household Product 67,Household,C,S004,PT Nusantara Supplier,WHSBY,Surabaya - Sidoarjo,BATCH8778,2025-05-22,2025-05-12,2030-05-14,110,100,22,4,0,0,7.95,224000,12.58,52.0,20,4,5.11,5.1,511.14,2.38,5.0,0.8369,FEFO,In Stock,-3,2025-06-26,-0.0004,0.8231999999999999,
SKU0870,Beverages Product 235,Beverages,C,S005,PT Agro Raya,WHBDG,Bandung - Rancaekek,BATCH8302,2025-09-08,2025-09-04,2027-06-27,1,114,29,29,1,1,11.2,266000,10.18,24.0,13,1,5.92,6.04,674.56,2.95,4.0,0.7955,FEFO,In Stock,-3,2025-06-24,-0.0676,0.7383,
SKU0871,Pantry Product 467,Pantry,B,S010,PT DailyDairy,WHMDN,Medan - Deli Serdang,BATCH1640,2025-05-15,2025-03-29,2028-12-17,117,237,83,37,2,0,22.67,809000,10.45,42.0,19,1,4.86,4.84,1151.2,2.87,7.0,0.8194,FIFO,In Stock,6,2025-08-04,0.0499,0.9215000000000001,
SKU0872,Personal Product 178,Personal Care,C,S005,PT Agro Raya,WHMDN,Medan - Deli Serdang,BATCH7800,2025-04-06,2025-03-22,2027-03-30,156,145,45,1,0,1,14.01,461000,10.35,87.0,31,4,4.13,4.52,598.49,2.9,7.0,0.9665,FIFO,In Stock,2,2025-06-22,0.0721,0.706,
SKU0873,Frozen Product 467,Frozen,B,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH1715,2025-08-16,2025-08-01,2026-05-23,24,540,104,103,1,2,48.42,1755,11.15,512.0,173,7,2.98,2.93,1611.04,2.69,20.0,0.8137000000000001,FIFO,In Stock,-1,2025-08-05,-0.0481,0.7245999999999999,
SKU0874,Pantry Product 342,Pantry,B,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH2986,2025-05-06,2025-04-13,2028-08-25,126,242,61,50,0,0,24.68,675000,9.81,527.0,181,14,5.35,6.09,1293.61,3.06,11.0,0.9690000000000001,FIFO,Low Stock,2,2025-08-27,0.0967,0.7281,
SKU0875,Beverages Product 210,Beverages,B,S008,PT Hygienic Supplies,WHBDG,Bandung - Rancaekek,BATCH9291,2025-07-07,2025-07-05,2027-09-04,64,291,146,124,1,0,45.6,1579,6.38,209.0,72,3,5.06,4.97,1472.14,4.7,17.0,0.7394,FEFO,In Stock,1,2025-09-06,0.0326,0.6192,Fragile
SKU0876,Bakery Product 382,Bakery,C,S007,PT Bakerindo,WHBDG,Bandung - Rancaekek,BATCH1175,2025-05-31,2025-05-15,2025-06-02,101,124,19,57,0,1,17.57,620000,7.06,28.0,10,1,3.2,3.13,396.97,4.25,7.0,0.9427,FIFO,Expiring Soon,2,2025-06-11,-0.04650000000000001,0.9002,
SKU0877,Seafood Product 384,Seafood,C,S008,PT Hygienic Supplies,WHMDN,Medan - Deli Serdang,BATCH2352,2025-05-14,2025-04-09,2025-05-18,118,162,18,8,0,0,10.68,357000,15.17,36.0,15,2,4.08,4.27,660.21,1.98,7.0,0.9414,FIFO,Expiring Soon,2,2025-07-15,0.0554,0.9381999999999999,Promotional item
SKU0878,Household Product 88,Household,B,S001,PT Segar Makmur,WHDPS,Denpasar - Tabanan,BATCH5819,2025-08-15,2025-08-08,2027-08-12,25,68,12,7,0,0,5.87,138000,11.58,36.0,18,3,19.72,19.84,1341.19,2.59,3.0,0.8952,FEFO,In Stock,0,2025-08-19,-0.0678,0.9681000000000001,Seasonal SKU
SKU0879,Beverages Product 79,Beverages,B,S008,PT Hygienic Supplies,WHSBY,Surabaya - Sidoarjo,BATCH1564,2025-07-26,2025-05-30,2027-10-12,45,352,72,17,2,0,38.32,816000,9.19,297.0,105,5,3.79,3.72,1332.95,3.27,11.0,0.7195999999999999,FIFO,In Stock,0,2025-07-15,0.0338,0.6576000000000001,
SKU0880,Household Product 416,Household,C,S009,PT Beverage Nusantara,WHJKT,Jakarta - Cengkareng,BATCH6051,2025-06-02,2025-05-05,2030-04-15,99,106,16,18,0,2,7.81,203000,13.57,28.0,12,2,4.17,4.15,441.71,2.21,1.0,0.7442,FIFO,In Stock,3,2025-06-25,0.0565,0.8201999999999999,Fragile
SKU0881,Beverages Product 476,Beverages,B,S004,PT Nusantara Supplier,WHSBY,Surabaya - Sidoarjo,BATCH2497,2025-07-10,2025-07-09,2027-08-23,61,261,27,27,3,0,20.28,485000,12.87,32.0,12,1,6.02,5.7,1570.49,2.33,9.0,0.7748999999999999,FEFO,In Stock,-2,2025-09-06,0.0545,0.8321999999999999,
SKU0882,Seafood Product 99,Seafood,C,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH3736,2025-08-16,2025-08-14,2025-08-21,24,64,16,13,1,1,8.77,290000,7.3,57.0,22,4,3.31,3.53,211.74,4.11,3.0,0.7343000000000001,FEFO,Expiring Soon,3,2025-07-06,-0.013600000000000001,0.7867000000000001,Promotional item
SKU0883,Seafood Product 321,Seafood,C,S004,PT Nusantara Supplier,WHDPS,Denpasar - Tabanan,BATCH8010,2025-07-18,2025-07-11,2025-07-27,53,55,19,24,2,0,7.19,215000,7.65,27.0,13,2,14.33,15.39,788.24,3.92,2.0,0.9014,FIFO,Expiring Soon,-2,2025-08-13,-0.0017000000000000001,0.978,Promotional item
SKU0884,Dairy Product 206,Dairy,C,S006,PT Frozen Express,WHJKT,Jakarta - Cengkareng,BATCH8516,2025-06-02,2025-05-19,2025-06-15,99,262,20,17,2,0,17.28,603000,15.16,109.0,40,4,0.95,0.86,248.72,1.98,7.0,0.8493999999999999,FIFO,Expiring Soon,0,2025-06-17,0.004,0.9418000000000001,
SKU0885,Pantry Product 189,Pantry,B,S001,PT Segar Makmur,WHJKT,Jakarta - Cengkareng,BATCH5940,2025-07-16,2025-05-28,2028-11-03,55,104,22,6,0,0,6.77,250000,15.36,36.0,16,3,13.89,14.3,1444.19,1.95,5.0,0.82,FEFO,In Stock,-1,2025-08-27,-0.0731,0.7304,
SKU0886,Household Product 473,Household,C,S010,PT DailyDairy,WHBDG,Bandung - Rancaekek,BATCH6314,2025-07-07,2025-05-28,2027-01-17,64,171,39,4,0,0,18.46,429000,9.26,61.0,24,2,0.97,1.03,166.28,3.24,7.0,0.7045,FEFO,In Stock,2,2025-06-15,0.0426,0.7422,
SKU0887,Beverages Product 69,Beverages,A,S006,PT Frozen Express,WHBDG,Bandung - Rancaekek,BATCH6209,2025-03-31,2025-02-05,2030-02-06,162,376,61,146,0,2,53.65,1828,7.01,243.0,82,3,7.21,6.6,2709.64,4.28,13.0,0.9228000000000001,FEFO,In Stock,-1,2025-09-01,-0.08410000000000001,0.8593000000000001,
SKU0888,Pantry Product 300,Pantry,B,S008,PT Hygienic Supplies,WHMDN,Medan - Deli Serdang,BATCH4808,2025-05-02,2025-03-31,2029-12-03,130,98,6,20,0,1,11.96,451000,8.19,183.0,63,10,10.9,10.37,1068.45,3.66,6.0,0.9089,FIFO,Low Stock,2,2025-08-11,0.023700000000000002,0.7269,Seasonal SKU
SKU0889,Seafood Product 378,Seafood,C,S007,PT Bakerindo,WHBDG,Bandung - Rancaekek,BATCH1981,2025-04-04,2025-03-27,2025-04-08,158,104,34,7,0,1,6.23,242000,16.69,33.0,14,3,6.29,6.16,654.61,1.8,1.0,0.7347,FEFO,Expiring Soon,-1,2025-07-08,-0.0703,0.856,
SKU0890,Dairy Product 105,Dairy,B,S001,PT Segar Makmur,WHBDG,Bandung - Rancaekek,BATCH6385,2025-04-09,2025-04-01,2025-04-30,153,293,75,44,4,0,38.91,1486,7.53,65.0,26,1,3.73,4.01,1093.36,3.98,16.0,0.7487,FEFO,Expiring Soon,-3,2025-07-31,0.0365,0.7665000000000001,
SKU0891,Beverages Product 267,Beverages,A,S007,PT Bakerindo,WHSBY,Surabaya - Sidoarjo,BATCH6427,2025-09-03,2025-08-13,2027-12-16,6,614,86,159,0,0,47.43,1259,12.95,505.0,173,7,7.93,7.47,4869.57,2.32,14.0,0.9815,FIFO,In Stock,0,2025-08-14,-0.0863,0.7086,
SKU0892,Personal Product 341,Personal Care,C,S004,PT Nusantara Supplier,WHBDG,Bandung - Rancaekek,BATCH9543,2025-04-07,2025-03-18,2028-05-27,155,91,37,16,0,2,10.78,387000,8.44,50.0,18,3,8.44,8.49,767.81,3.55,5.0,0.7227,FIFO,In Stock,2,2025-07-15,-0.0538,0.8078,
SKU0893,Fresh Product 252,Fresh Produce,B,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH3318,2025-08-27,2025-06-28,2025-09-09,13,911,165,136,1,1,66.76,1856,13.65,208.0,74,2,2.04,2.33,1854.07,2.2,20.0,0.7813,FIFO,Expiring Soon,0,2025-08-24,-0.0407,0.838,Temperature controlled
SKU0894,Pantry Product 408,Pantry,C,S004,PT Nusantara Supplier,WHBDG,Bandung - Rancaekek,BATCH7983,2025-05-03,2025-03-18,2026-10-10,129,381,86,12,0,0,27.45,709000,13.88,86.0,31,2,1.05,1.19,399.78,2.16,8.0,0.7361,FEFO,In Stock,0,2025-08-01,0.0046,0.9642000000000001,
SKU0895,Dairy Product 218,Dairy,B,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH5675,2025-07-08,2025-06-02,2025-07-24,63,465,83,93,0,0,47.69,1615,9.75,149.0,54,2,3.37,3.19,1565.56,3.08,21.0,0.9665,FEFO,Expiring Soon,0,2025-06-20,-0.0258,0.8065000000000001,
SKU0896,Household Product 247,Household,A,S002,PT Indo Fresh,WHSBY,Surabaya - Sidoarjo,BATCH3748,2025-05-31,2025-05-01,2028-07-12,101,231,47,3,1,2,18.47,575000,12.51,143.0,51,5,19.97,20.78,4614.11,2.4,6.0,0.9521999999999999,FEFO,In Stock,0,2025-07-17,0.0463,0.742,
SKU0897,Beverages Product 390,Beverages,A,S003,PT Prima Distribusi,WHMDN,Medan - Deli Serdang,BATCH8002,2025-09-04,2025-07-12,2028-10-24,5,786,123,122,0,1,77.89,1817,10.09,590.0,201,5,6.42,6.97,5043.6,2.97,25.0,0.7468,FIFO,In Stock,-1,2025-08-02,0.0285,0.9312,
SKU0898,Dairy Product 373,Dairy,C,S003,PT Prima Distribusi,WHSBY,Surabaya - Sidoarjo,BATCH6011,2025-06-04,2025-05-06,2025-06-25,97,395,88,127,2,0,59.54,2040,6.63,181.0,62,2,1.46,1.57,576.58,4.52,17.0,0.7076,FEFO,Expiring Soon,6,2025-07-23,0.0747,0.9014,
SKU0899,Frozen Product 171,Frozen,A,S003,PT Prima Distribusi,WHMDN,Medan - Deli Serdang,BATCH4106,2025-07-21,2025-07-21,2026-02-25,50,507,195,27,1,0,47.65,1307,10.64,294.0,103,4,6.94,6.95,3517.36,2.82,7.0,0.7369,FIFO,In Stock,3,2025-07-07,-0.0361,0.9259000000000001,
SKU0900,Bakery Product 208,Bakery,B,S007,PT Bakerindo,WHMDN,Medan - Deli Serdang,BATCH9020,2025-06-06,2025-05-18,2025-06-11,95,619,121,188,1,2,69.8,2623,8.87,320.0,111,3,1.91,1.74,1182.79,3.38,13.0,0.8229000000000001,FIFO,Expiring Soon,2,2025-07-19,-0.053099999999999994,0.8128,
SKU0901,Personal Product 64,Personal Care,A,S007,PT Bakerindo,WHDPS,Denpasar - Tabanan,BATCH8148,2025-07-30,2025-07-14,2027-08-31,41,239,44,32,1,0,15.38,461000,15.54,52.0,21,2,24.15,23.15,5771.28,1.93,6.0,0.8222,FEFO,In Stock,3,2025-07-06,0.096,0.8756,
SKU0902,Pantry Product 189,Pantry,B,S001,PT Segar Makmur,WHMDN,Medan - Deli Serdang,BATCH4970,2025-05-24,2025-04-24,2027-10-11,108,272,29,60,0,2,19.11,446000,14.23,410.0,142,14,4.43,4.01,1204.42,2.11,7.0,0.7813,FIFO,Low Stock,-1,2025-07-25,0.06509999999999999,0.7469,
SKU0903,Beverages Product 358,Beverages,A,S003,PT Prima Distribusi,WHSBY,Surabaya - Sidoarjo,BATCH3414,2025-04-08,2025-03-23,2028-10-26,154,748,27,78,2,1,74.15,2828,10.09,112.0,38,1,5.48,5.75,4098.14,2.97,20.0,0.7843000000000001,FIFO,In Stock,3,2025-06-24,-0.09849999999999999,0.7552,
SKU0904,Beverages Product 83,Beverages,B,S001,PT Segar Makmur,WHJKT,Jakarta - Cengkareng,BATCH7297,2025-08-17,2025-07-23,2030-03-28,23,731,79,44,2,2,59.86,1623,12.21,903.0,304,10,1.88,1.84,1370.84,2.46,32.0,0.9283,FIFO,Low Stock,-2,2025-07-05,-0.0824,0.7444,
SKU0905,Household Product 85,Household,C,S007,PT Bakerindo,WHSBY,Surabaya - Sidoarjo,BATCH9202,2025-03-16,2025-02-10,2027-11-24,177,11,5,4,1,0,1.74,54000,6.32,12.0,5,4,6.54,6.23,71.92,4.75,1.0,0.9209999999999999,FEFO,Low Stock,3,2025-06-26,0.050199999999999995,0.9162,
SKU0906,Bakery Product 449,Bakery,C,S002,PT Indo Fresh,WHJKT,Jakarta - Cengkareng,BATCH6642,2025-03-31,2025-02-07,2025-04-06,162,389,211,155,1,1,66.66,1820,5.84,1.008,341,10,0.68,0.63,264.64,5.14,26.0,0.8683,FIFO,Low Stock,-1,2025-08-06,0.022099999999999998,0.7413,
SKU0907,Personal Product 204,Personal Care,A,S005,PT Agro Raya,WHJKT,Jakarta - Cengkareng,BATCH1025,2025-07-28,2025-07-22,2029-04-30,43,141,30,30,1,0,19.66,603000,7.17,92.0,33,3,17.91,18.01,2525.14,4.18,4.0,0.8308,FIFO,In Stock,-5,2025-06-12,-0.0432,0.9329999999999999,
SKU0908,Bakery Product 148,Bakery,C,S007,PT Bakerindo,WHBDG,Bandung - Rancaekek,BATCH4053,2025-07-26,2025-06-11,2025-07-30,45,359,4,144,1,0,47.88,1440,7.5,223.0,79,3,1.79,1.69,643.18,4.0,16.0,0.7656999999999999,FIFO,Expiring Soon,0,2025-08-15,-0.056100000000000004,0.8458,
SKU0909,Frozen Product 57,Frozen,C,S008,PT Hygienic Supplies,WHDPS,Denpasar - Tabanan,BATCH4292,2025-07-17,2025-07-14,2026-03-01,54,47,47,0,0,0,44.89,1214,1.05,72.0,27,1,6.62,7.09,311.08,28.65,17.0,0.9516,FIFO,Low Stock,3,2025-08-16,0.0147,0.8592,
